incident_hour,is_male,is_couple,Average high in ºF ,Average low in ºF ,Days with precipitation ,Av. precipitation in inch ,total_sunlight,total_dark
1,1,1,36,20,13,9.65,566,874
1,1,1,36,20,13,9.65,566,874
15,1,1,36,20,13,9.65,566,874
15,1,1,36,20,13,9.65,566,874
8,1,1,36,20,13,9.65,566,874
8,1,1,36,20,13,9.65,566,874
17,1,1,36,20,13,9.65,566,874
23,1,1,36,20,13,9.65,566,874
12,1,1,36,20,13,9.65,566,874
0,1,1,36,20,13,9.65,566,874
20,1,1,36,20,13,9.65,566,874
0,1,1,36,20,13,9.65,566,874
19,1,1,36,20,13,9.65,566,874
21,0,0,36,20,13,9.65,566,874
0,1,1,36,20,13,9.65,566,874
17,1,1,36,20,13,9.65,566,874
8,1,1,36,20,13,9.65,566,874
21,1,1,36,20,13,9.65,566,874
21,1,1,36,20,13,9.65,566,874
8,1,1,36,20,13,9.65,566,874
19,1,1,36,20,13,9.65,566,874
23,1,1,36,20,13,9.65,566,874
0,1,1,36,20,13,9.65,566,874
8,1,1,36,20,13,9.65,566,874
19,1,0,36,20,13,9.65,567,873
9,1,0,36,20,13,9.65,567,873
12,1,0,36,20,13,9.65,567,873
1,0,1,36,20,13,9.65,567,873
4,0,1,36,20,13,9.65,567,873
15,0,1,36,20,13,9.65,567,873
22,0,1,36,20,13,9.65,567,873
22,0,1,36,20,13,9.65,567,873
0,0,1,36,20,13,9.65,567,873
22,0,1,36,20,13,9.65,567,873
5,0,1,36,20,13,9.65,567,873
7,0,1,36,20,13,9.65,567,873
14,0,1,36,20,13,9.65,567,873
22,0,1,36,20,13,9.65,567,873
17,1,1,36,20,13,9.65,567,873
8,1,1,36,20,13,9.65,567,873
0,1,1,36,20,13,9.65,567,873
12,1,1,36,20,13,9.65,567,873
1,1,1,36,20,13,9.65,567,873
15,1,1,36,20,13,9.65,567,873
16,1,1,36,20,13,9.65,567,873
7,1,1,36,20,13,9.65,567,873
12,1,1,36,20,13,9.65,567,873
18,1,1,36,20,13,9.65,567,873
9,1,1,36,20,13,9.65,567,873
5,1,1,36,20,13,9.65,567,873
18,1,1,36,20,13,9.65,567,873
15,1,1,36,20,13,9.65,567,873
19,1,1,36,20,13,9.65,567,873
16,1,1,36,20,13,9.65,567,873
16,1,1,36,20,13,9.65,567,873
23,1,1,36,20,13,9.65,567,873
23,1,1,36,20,13,9.65,567,873
0,1,1,36,20,13,9.65,567,873
19,1,1,36,20,13,9.65,567,873
6,1,1,36,20,13,9.65,567,873
18,1,1,36,20,13,9.65,567,873
13,1,1,36,20,13,9.65,567,873
14,1,1,36,20,13,9.65,567,873
22,1,1,36,20,13,9.65,567,873
10,1,1,36,20,13,9.65,567,873
21,1,1,36,20,13,9.65,567,873
4,1,1,36,20,13,9.65,567,873
10,1,1,36,20,13,9.65,567,873
3,1,1,36,20,13,9.65,567,873
1,1,1,36,20,13,9.65,567,873
3,1,1,36,20,13,9.65,567,873
21,1,1,36,20,13,9.65,567,873
12,1,1,36,20,13,9.65,567,873
10,1,1,36,20,13,9.65,567,873
14,1,1,36,20,13,9.65,567,873
0,1,1,36,20,13,9.65,567,873
20,1,1,36,20,13,9.65,567,873
5,1,1,36,20,13,9.65,567,873
21,1,1,36,20,13,9.65,567,873
7,1,1,36,20,13,9.65,567,873
11,1,1,36,20,13,9.65,567,873
15,1,1,36,20,13,9.65,567,873
22,1,1,36,20,13,9.65,567,873
0,1,1,36,20,13,9.65,567,873
8,1,1,36,20,13,9.65,567,873
2,1,1,36,20,13,9.65,567,873
17,1,1,36,20,13,9.65,567,873
1,1,1,36,20,13,9.65,567,873
15,1,1,36,20,13,9.65,567,873
14,1,1,36,20,13,9.65,567,873
5,0,1,36,20,13,9.65,567,873
19,0,1,36,20,13,9.65,567,873
18,1,1,36,20,13,9.65,567,873
17,0,1,36,20,13,9.65,567,873
18,1,1,36,20,13,9.65,567,873
3,1,1,36,20,13,9.65,567,873
17,1,1,36,20,13,9.65,567,873
0,1,1,36,20,13,9.65,567,873
12,1,1,36,20,13,9.65,567,873
13,1,1,36,20,13,9.65,567,873
15,1,1,36,20,13,9.65,567,873
20,1,1,36,20,13,9.65,567,873
0,1,1,36,20,13,9.65,567,873
23,1,1,36,20,13,9.65,567,873
3,1,1,36,20,13,9.65,567,873
9,1,0,36,20,13,9.65,567,873
14,1,0,36,20,13,9.65,567,873
22,0,1,36,20,13,9.65,567,873
23,1,1,36,20,13,9.65,567,873
14,1,1,36,20,13,9.65,567,873
1,1,1,36,20,13,9.65,567,873
17,1,1,36,20,13,9.65,567,873
6,0,1,36,20,13,9.65,567,873
3,1,1,36,20,13,9.65,567,873
22,1,1,36,20,13,9.65,567,873
18,1,1,36,20,13,9.65,567,873
8,1,0,36,20,13,9.65,567,873
12,0,1,36,20,13,9.65,567,873
19,1,1,36,20,13,9.65,567,873
17,1,1,36,20,13,9.65,567,873
14,0,1,36,20,13,9.65,567,873
22,1,1,36,20,13,9.65,567,873
22,1,1,36,20,13,9.65,567,873
14,1,1,36,20,13,9.65,567,873
16,0,0,36,20,13,9.65,568,872
16,1,0,36,20,13,9.65,568,872
19,1,0,36,20,13,9.65,568,872
21,1,0,36,20,13,9.65,568,872
21,0,1,36,20,13,9.65,568,872
2,0,1,36,20,13,9.65,568,872
11,0,1,36,20,13,9.65,568,872
11,0,1,36,20,13,9.65,568,872
6,0,1,36,20,13,9.65,568,872
18,0,1,36,20,13,9.65,568,872
13,0,1,36,20,13,9.65,568,872
5,0,1,36,20,13,9.65,568,872
12,0,1,36,20,13,9.65,568,872
19,0,1,36,20,13,9.65,568,872
14,0,1,36,20,13,9.65,568,872
20,0,1,36,20,13,9.65,568,872
6,0,1,36,20,13,9.65,568,872
6,0,1,36,20,13,9.65,568,872
20,0,1,36,20,13,9.65,568,872
3,0,1,36,20,13,9.65,568,872
13,0,1,36,20,13,9.65,568,872
1,1,1,36,20,13,9.65,568,872
1,1,1,36,20,13,9.65,568,872
1,1,1,36,20,13,9.65,568,872
13,1,1,36,20,13,9.65,568,872
19,1,1,36,20,13,9.65,568,872
11,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
16,1,1,36,20,13,9.65,568,872
5,1,1,36,20,13,9.65,568,872
22,1,1,36,20,13,9.65,568,872
10,1,1,36,20,13,9.65,568,872
21,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
22,1,1,36,20,13,9.65,568,872
2,1,1,36,20,13,9.65,568,872
23,1,1,36,20,13,9.65,568,872
3,1,1,36,20,13,9.65,568,872
17,1,1,36,20,13,9.65,568,872
18,1,1,36,20,13,9.65,568,872
5,1,1,36,20,13,9.65,568,872
4,1,1,36,20,13,9.65,568,872
13,1,1,36,20,13,9.65,568,872
3,1,1,36,20,13,9.65,568,872
5,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
21,1,1,36,20,13,9.65,568,872
2,1,1,36,20,13,9.65,568,872
2,1,1,36,20,13,9.65,568,872
1,1,1,36,20,13,9.65,568,872
22,1,1,36,20,13,9.65,568,872
16,1,1,36,20,13,9.65,568,872
7,1,1,36,20,13,9.65,568,872
16,1,1,36,20,13,9.65,568,872
19,1,1,36,20,13,9.65,568,872
12,1,1,36,20,13,9.65,568,872
0,1,1,36,20,13,9.65,568,872
13,1,1,36,20,13,9.65,568,872
10,1,1,36,20,13,9.65,568,872
0,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
6,1,1,36,20,13,9.65,568,872
11,1,1,36,20,13,9.65,568,872
15,1,1,36,20,13,9.65,568,872
8,1,1,36,20,13,9.65,568,872
18,1,1,36,20,13,9.65,568,872
22,1,1,36,20,13,9.65,568,872
5,1,1,36,20,13,9.65,568,872
21,1,1,36,20,13,9.65,568,872
6,1,1,36,20,13,9.65,568,872
15,1,1,36,20,13,9.65,568,872
23,1,1,36,20,13,9.65,568,872
10,1,1,36,20,13,9.65,568,872
17,1,1,36,20,13,9.65,568,872
7,1,1,36,20,13,9.65,568,872
0,1,1,36,20,13,9.65,568,872
7,1,1,36,20,13,9.65,568,872
22,0,1,36,20,13,9.65,568,872
19,1,1,36,20,13,9.65,568,872
19,1,1,36,20,13,9.65,568,872
15,1,1,36,20,13,9.65,568,872
13,1,1,36,20,13,9.65,568,872
19,1,1,36,20,13,9.65,568,872
20,1,1,36,20,13,9.65,568,872
23,0,1,36,20,13,9.65,568,872
5,0,1,36,20,13,9.65,568,872
1,0,1,36,20,13,9.65,568,872
5,0,1,36,20,13,9.65,568,872
14,0,1,36,20,13,9.65,568,872
18,0,1,36,20,13,9.65,568,872
16,0,1,36,20,13,9.65,568,872
20,1,1,36,20,13,9.65,568,872
23,1,1,36,20,13,9.65,568,872
12,1,1,36,20,13,9.65,568,872
23,1,1,36,20,13,9.65,568,872
0,1,1,36,20,13,9.65,568,872
0,1,1,36,20,13,9.65,568,872
11,1,1,36,20,13,9.65,568,872
11,1,1,36,20,13,9.65,568,872
20,1,1,36,20,13,9.65,568,872
0,1,1,36,20,13,9.65,568,872
15,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
18,1,1,36,20,13,9.65,568,872
3,1,1,36,20,13,9.65,568,872
21,1,1,36,20,13,9.65,568,872
14,1,1,36,20,13,9.65,568,872
16,1,1,36,20,13,9.65,568,872
16,1,1,36,20,13,9.65,568,872
21,1,1,36,20,13,9.65,568,872
16,1,1,36,20,13,9.65,568,872
2,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
3,0,0,36,20,13,9.65,568,872
11,0,1,36,20,13,9.65,568,872
14,0,1,36,20,13,9.65,568,872
13,0,1,36,20,13,9.65,568,872
20,1,1,36,20,13,9.65,568,872
2,1,1,36,20,13,9.65,568,872
3,1,1,36,20,13,9.65,568,872
17,1,1,36,20,13,9.65,568,872
12,1,1,36,20,13,9.65,568,872
1,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
21,1,1,36,20,13,9.65,568,872
15,1,1,36,20,13,9.65,568,872
7,1,1,36,20,13,9.65,568,872
6,1,1,36,20,13,9.65,568,872
12,0,1,36,20,13,9.65,568,872
11,0,1,36,20,13,9.65,568,872
16,1,1,36,20,13,9.65,568,872
17,1,0,36,20,13,9.65,568,872
13,1,0,36,20,13,9.65,568,872
8,0,1,36,20,13,9.65,568,872
2,1,1,36,20,13,9.65,568,872
15,1,1,36,20,13,9.65,568,872
4,1,1,36,20,13,9.65,568,872
16,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
0,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
11,1,1,36,20,13,9.65,568,872
13,1,1,36,20,13,9.65,568,872
1,1,1,36,20,13,9.65,568,872
2,1,1,36,20,13,9.65,568,872
0,1,1,36,20,13,9.65,568,872
9,1,1,36,20,13,9.65,568,872
13,0,1,36,20,13,9.65,568,872
11,0,0,36,20,13,9.65,569,871
21,1,0,36,20,13,9.65,569,871
21,1,0,36,20,13,9.65,569,871
8,1,0,36,20,13,9.65,569,871
8,1,0,36,20,13,9.65,569,871
17,1,0,36,20,13,9.65,569,871
2,0,1,36,20,13,9.65,569,871
2,0,1,36,20,13,9.65,569,871
23,0,1,36,20,13,9.65,569,871
17,0,1,36,20,13,9.65,569,871
2,0,1,36,20,13,9.65,569,871
22,0,1,36,20,13,9.65,569,871
10,0,1,36,20,13,9.65,569,871
16,0,1,36,20,13,9.65,569,871
16,0,1,36,20,13,9.65,569,871
4,0,1,36,20,13,9.65,569,871
9,0,1,36,20,13,9.65,569,871
22,0,1,36,20,13,9.65,569,871
13,1,1,36,20,13,9.65,569,871
5,1,1,36,20,13,9.65,569,871
8,1,1,36,20,13,9.65,569,871
3,1,1,36,20,13,9.65,569,871
21,1,1,36,20,13,9.65,569,871
23,1,1,36,20,13,9.65,569,871
18,1,1,36,20,13,9.65,569,871
2,1,1,36,20,13,9.65,569,871
14,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
18,1,1,36,20,13,9.65,569,871
17,1,1,36,20,13,9.65,569,871
20,1,1,36,20,13,9.65,569,871
15,1,1,36,20,13,9.65,569,871
0,1,1,36,20,13,9.65,569,871
5,1,1,36,20,13,9.65,569,871
0,1,1,36,20,13,9.65,569,871
16,1,1,36,20,13,9.65,569,871
11,1,1,36,20,13,9.65,569,871
14,1,1,36,20,13,9.65,569,871
20,1,1,36,20,13,9.65,569,871
14,1,1,36,20,13,9.65,569,871
10,1,1,36,20,13,9.65,569,871
11,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
20,1,1,36,20,13,9.65,569,871
16,1,1,36,20,13,9.65,569,871
7,1,1,36,20,13,9.65,569,871
8,1,1,36,20,13,9.65,569,871
3,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
19,1,1,36,20,13,9.65,569,871
3,1,1,36,20,13,9.65,569,871
12,1,1,36,20,13,9.65,569,871
17,1,1,36,20,13,9.65,569,871
23,1,1,36,20,13,9.65,569,871
11,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
15,1,1,36,20,13,9.65,569,871
12,1,1,36,20,13,9.65,569,871
16,1,1,36,20,13,9.65,569,871
23,1,1,36,20,13,9.65,569,871
23,1,1,36,20,13,9.65,569,871
12,1,1,36,20,13,9.65,569,871
23,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
14,1,1,36,20,13,9.65,569,871
13,1,1,36,20,13,9.65,569,871
5,0,1,36,20,13,9.65,569,871
20,0,1,36,20,13,9.65,569,871
18,0,1,36,20,13,9.65,569,871
18,0,1,36,20,13,9.65,569,871
10,0,1,36,20,13,9.65,569,871
8,0,1,36,20,13,9.65,569,871
2,0,1,36,20,13,9.65,569,871
20,0,1,36,20,13,9.65,569,871
10,1,1,36,20,13,9.65,569,871
21,1,1,36,20,13,9.65,569,871
12,1,1,36,20,13,9.65,569,871
5,1,1,36,20,13,9.65,569,871
21,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
16,1,1,36,20,13,9.65,569,871
1,1,1,36,20,13,9.65,569,871
1,1,1,36,20,13,9.65,569,871
3,1,1,36,20,13,9.65,569,871
17,1,1,36,20,13,9.65,569,871
4,1,1,36,20,13,9.65,569,871
20,1,1,36,20,13,9.65,569,871
20,1,1,36,20,13,9.65,569,871
8,1,1,36,20,13,9.65,569,871
19,1,1,36,20,13,9.65,569,871
8,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
18,0,0,36,20,13,9.65,569,871
3,1,1,36,20,13,9.65,569,871
23,1,1,36,20,13,9.65,569,871
22,1,1,36,20,13,9.65,569,871
5,1,1,36,20,13,9.65,569,871
10,1,1,36,20,13,9.65,569,871
17,1,1,36,20,13,9.65,569,871
20,1,1,36,20,13,9.65,569,871
8,0,1,36,20,13,9.65,569,871
7,1,1,36,20,13,9.65,569,871
21,1,1,36,20,13,9.65,569,871
14,1,1,36,20,13,9.65,569,871
5,1,1,36,20,13,9.65,569,871
17,1,1,36,20,13,9.65,569,871
2,1,1,36,20,13,9.65,569,871
3,1,1,36,20,13,9.65,569,871
18,0,0,36,20,13,9.65,571,869
3,1,0,36,20,13,9.65,571,869
11,1,0,36,20,13,9.65,571,869
12,1,0,36,20,13,9.65,571,869
21,1,0,36,20,13,9.65,571,869
16,1,0,36,20,13,9.65,571,869
14,1,0,36,20,13,9.65,571,869
8,0,1,36,20,13,9.65,571,869
0,0,1,36,20,13,9.65,571,869
17,0,1,36,20,13,9.65,571,869
20,0,1,36,20,13,9.65,571,869
0,0,1,36,20,13,9.65,571,869
22,0,1,36,20,13,9.65,571,869
12,0,1,36,20,13,9.65,571,869
19,0,1,36,20,13,9.65,571,869
21,0,1,36,20,13,9.65,571,869
11,0,1,36,20,13,9.65,571,869
16,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
16,1,1,36,20,13,9.65,571,869
12,1,1,36,20,13,9.65,571,869
11,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
15,1,1,36,20,13,9.65,571,869
17,1,1,36,20,13,9.65,571,869
16,1,1,36,20,13,9.65,571,869
1,1,1,36,20,13,9.65,571,869
9,1,1,36,20,13,9.65,571,869
17,1,1,36,20,13,9.65,571,869
16,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
17,1,1,36,20,13,9.65,571,869
13,1,1,36,20,13,9.65,571,869
23,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
23,1,1,36,20,13,9.65,571,869
8,1,1,36,20,13,9.65,571,869
13,1,1,36,20,13,9.65,571,869
9,1,1,36,20,13,9.65,571,869
15,1,1,36,20,13,9.65,571,869
10,1,1,36,20,13,9.65,571,869
14,1,1,36,20,13,9.65,571,869
0,1,1,36,20,13,9.65,571,869
23,1,1,36,20,13,9.65,571,869
8,1,1,36,20,13,9.65,571,869
6,1,1,36,20,13,9.65,571,869
15,1,1,36,20,13,9.65,571,869
15,1,1,36,20,13,9.65,571,869
7,1,1,36,20,13,9.65,571,869
7,1,1,36,20,13,9.65,571,869
21,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
5,1,1,36,20,13,9.65,571,869
1,1,1,36,20,13,9.65,571,869
21,1,1,36,20,13,9.65,571,869
12,1,1,36,20,13,9.65,571,869
10,1,1,36,20,13,9.65,571,869
6,1,1,36,20,13,9.65,571,869
23,1,1,36,20,13,9.65,571,869
12,1,1,36,20,13,9.65,571,869
17,1,1,36,20,13,9.65,571,869
21,1,1,36,20,13,9.65,571,869
10,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
8,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
13,1,1,36,20,13,9.65,571,869
5,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
16,1,1,36,20,13,9.65,571,869
14,1,1,36,20,13,9.65,571,869
13,1,1,36,20,13,9.65,571,869
18,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
18,1,1,36,20,13,9.65,571,869
17,0,1,36,20,13,9.65,571,869
22,0,1,36,20,13,9.65,571,869
9,1,1,36,20,13,9.65,571,869
12,1,1,36,20,13,9.65,571,869
7,1,1,36,20,13,9.65,571,869
21,1,1,36,20,13,9.65,571,869
11,1,1,36,20,13,9.65,571,869
9,1,1,36,20,13,9.65,571,869
1,1,1,36,20,13,9.65,571,869
21,1,1,36,20,13,9.65,571,869
20,1,1,36,20,13,9.65,571,869
13,1,1,36,20,13,9.65,571,869
11,1,1,36,20,13,9.65,571,869
0,1,1,36,20,13,9.65,571,869
23,1,1,36,20,13,9.65,571,869
20,1,1,36,20,13,9.65,571,869
9,1,1,36,20,13,9.65,571,869
13,1,1,36,20,13,9.65,571,869
3,1,0,36,20,13,9.65,571,869
17,1,1,36,20,13,9.65,571,869
18,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
23,1,1,36,20,13,9.65,571,869
23,1,1,36,20,13,9.65,571,869
21,1,1,36,20,13,9.65,571,869
3,1,0,36,20,13,9.65,571,869
14,1,0,36,20,13,9.65,571,869
16,0,1,36,20,13,9.65,571,869
0,0,1,36,20,13,9.65,571,869
11,1,1,36,20,13,9.65,571,869
11,1,1,36,20,13,9.65,571,869
1,1,1,36,20,13,9.65,571,869
17,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
18,1,1,36,20,13,9.65,571,869
23,1,1,36,20,13,9.65,571,869
15,1,1,36,20,13,9.65,571,869
16,1,1,36,20,13,9.65,571,869
14,1,1,36,20,13,9.65,571,869
11,0,0,36,20,13,9.65,571,869
3,1,0,36,20,13,9.65,571,869
8,0,0,36,20,13,9.65,571,869
7,0,0,36,20,13,9.65,571,869
4,0,1,36,20,13,9.65,571,869
16,1,1,36,20,13,9.65,571,869
17,1,1,36,20,13,9.65,571,869
18,1,1,36,20,13,9.65,571,869
19,1,1,36,20,13,9.65,571,869
6,1,1,36,20,13,9.65,571,869
8,1,1,36,20,13,9.65,571,869
17,0,1,36,20,13,9.65,571,869
7,0,0,36,20,13,9.65,571,869
16,1,1,36,20,13,9.65,571,869
22,1,1,36,20,13,9.65,571,869
17,1,1,36,20,13,9.65,571,869
22,0,0,36,20,13,9.65,572,868
0,1,0,36,20,13,9.65,572,868
18,1,0,36,20,13,9.65,572,868
18,1,0,36,20,13,9.65,572,868
13,1,0,36,20,13,9.65,572,868
20,0,1,36,20,13,9.65,572,868
22,0,1,36,20,13,9.65,572,868
4,0,1,36,20,13,9.65,572,868
22,0,1,36,20,13,9.65,572,868
17,0,1,36,20,13,9.65,572,868
0,0,1,36,20,13,9.65,572,868
9,0,1,36,20,13,9.65,572,868
3,0,1,36,20,13,9.65,572,868
0,0,1,36,20,13,9.65,572,868
21,0,1,36,20,13,9.65,572,868
16,0,1,36,20,13,9.65,572,868
2,0,1,36,20,13,9.65,572,868
14,0,1,36,20,13,9.65,572,868
1,0,1,36,20,13,9.65,572,868
21,1,1,36,20,13,9.65,572,868
13,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
16,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
11,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
13,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
8,1,1,36,20,13,9.65,572,868
2,1,1,36,20,13,9.65,572,868
20,1,1,36,20,13,9.65,572,868
4,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
7,1,1,36,20,13,9.65,572,868
2,1,1,36,20,13,9.65,572,868
1,1,1,36,20,13,9.65,572,868
10,1,1,36,20,13,9.65,572,868
10,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
15,1,1,36,20,13,9.65,572,868
16,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
6,1,1,36,20,13,9.65,572,868
21,1,1,36,20,13,9.65,572,868
20,1,1,36,20,13,9.65,572,868
15,1,1,36,20,13,9.65,572,868
17,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
17,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
8,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
17,1,1,36,20,13,9.65,572,868
18,1,1,36,20,13,9.65,572,868
7,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
1,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
17,1,1,36,20,13,9.65,572,868
4,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
17,1,1,36,20,13,9.65,572,868
6,1,1,36,20,13,9.65,572,868
9,1,1,36,20,13,9.65,572,868
10,1,1,36,20,13,9.65,572,868
13,1,1,36,20,13,9.65,572,868
11,1,1,36,20,13,9.65,572,868
18,1,1,36,20,13,9.65,572,868
13,1,1,36,20,13,9.65,572,868
9,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
2,1,1,36,20,13,9.65,572,868
4,1,1,36,20,13,9.65,572,868
7,1,1,36,20,13,9.65,572,868
8,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
14,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
17,1,1,36,20,13,9.65,572,868
21,1,1,36,20,13,9.65,572,868
13,1,1,36,20,13,9.65,572,868
8,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
13,1,1,36,20,13,9.65,572,868
16,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
21,0,1,36,20,13,9.65,572,868
5,1,1,36,20,13,9.65,572,868
18,1,1,36,20,13,9.65,572,868
19,0,1,36,20,13,9.65,572,868
20,0,1,36,20,13,9.65,572,868
23,0,1,36,20,13,9.65,572,868
0,0,1,36,20,13,9.65,572,868
2,1,1,36,20,13,9.65,572,868
12,1,1,36,20,13,9.65,572,868
11,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
19,1,1,36,20,13,9.65,572,868
14,1,1,36,20,13,9.65,572,868
21,1,1,36,20,13,9.65,572,868
16,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
16,1,1,36,20,13,9.65,572,868
21,1,1,36,20,13,9.65,572,868
1,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
15,1,1,36,20,13,9.65,572,868
23,0,1,36,20,13,9.65,572,868
17,1,1,36,20,13,9.65,572,868
9,1,0,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
23,1,1,36,20,13,9.65,572,868
11,1,0,36,20,13,9.65,572,868
0,0,1,36,20,13,9.65,572,868
20,1,1,36,20,13,9.65,572,868
5,1,1,36,20,13,9.65,572,868
0,0,1,36,20,13,9.65,572,868
20,0,1,36,20,13,9.65,572,868
20,1,1,36,20,13,9.65,572,868
12,1,1,36,20,13,9.65,572,868
12,1,1,36,20,13,9.65,572,868
10,0,1,36,20,13,9.65,572,868
19,1,1,36,20,13,9.65,572,868
22,1,1,36,20,13,9.65,572,868
18,1,1,36,20,13,9.65,572,868
0,1,1,36,20,13,9.65,572,868
11,1,1,36,20,13,9.65,572,868
4,1,1,36,20,13,9.65,572,868
0,0,1,36,20,13,9.65,572,868
14,0,0,36,20,13,9.65,573,867
1,0,0,36,20,13,9.65,573,867
14,1,0,36,20,13,9.65,573,867
16,1,0,36,20,13,9.65,573,867
7,1,0,36,20,13,9.65,573,867
21,1,0,36,20,13,9.65,573,867
17,0,1,36,20,13,9.65,573,867
8,0,1,36,20,13,9.65,573,867
0,0,1,36,20,13,9.65,573,867
10,0,1,36,20,13,9.65,573,867
23,0,1,36,20,13,9.65,573,867
23,0,1,36,20,13,9.65,573,867
3,0,1,36,20,13,9.65,573,867
2,0,1,36,20,13,9.65,573,867
18,0,1,36,20,13,9.65,573,867
2,0,1,36,20,13,9.65,573,867
11,0,1,36,20,13,9.65,573,867
11,0,1,36,20,13,9.65,573,867
22,1,1,36,20,13,9.65,573,867
16,1,1,36,20,13,9.65,573,867
15,1,1,36,20,13,9.65,573,867
4,1,1,36,20,13,9.65,573,867
9,1,1,36,20,13,9.65,573,867
15,1,1,36,20,13,9.65,573,867
3,1,1,36,20,13,9.65,573,867
5,1,1,36,20,13,9.65,573,867
10,1,1,36,20,13,9.65,573,867
9,1,1,36,20,13,9.65,573,867
0,1,1,36,20,13,9.65,573,867
14,1,1,36,20,13,9.65,573,867
22,1,1,36,20,13,9.65,573,867
22,1,1,36,20,13,9.65,573,867
1,1,1,36,20,13,9.65,573,867
13,1,1,36,20,13,9.65,573,867
1,1,1,36,20,13,9.65,573,867
20,1,1,36,20,13,9.65,573,867
2,1,1,36,20,13,9.65,573,867
16,1,1,36,20,13,9.65,573,867
20,1,1,36,20,13,9.65,573,867
1,1,1,36,20,13,9.65,573,867
14,1,1,36,20,13,9.65,573,867
5,1,1,36,20,13,9.65,573,867
20,1,1,36,20,13,9.65,573,867
18,1,1,36,20,13,9.65,573,867
19,1,1,36,20,13,9.65,573,867
